ros_time_sec,frame_id,bus_voltage,shunt_voltage,current,power
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.014898688532412052,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.023837901651859283,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.020858164876699448,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
0.0,,40.95874786376953,0.017878426238894463,0.0,0.0
